Indicator,S.No.,Parameters,Type,SubDistrict-_South-Total [(A+B) or (C+D)],SubDistrict-_South-Public [A],SubDistrict-_South-Private [B],SubDistrict-_South-Urban [C],SubDistrict-_South-Rural [D],SubDistrict-Autonomous-Total [(A+B) or (C+D)],SubDistrict-Autonomous-Public [A],SubDistrict-Autonomous-Private [B],SubDistrict-Autonomous-Urban [C],SubDistrict-Autonomous-Rural [D],SubDistrict-CGHS-Total [(A+B) or (C+D)],SubDistrict-CGHS-Public [A],SubDistrict-CGHS-Private [B],SubDistrict-CGHS-Urban [C],SubDistrict-CGHS-Rural [D],SubDistrict-Delhi Govt-Total [(A+B) or (C+D)],SubDistrict-Delhi Govt-Public [A],SubDistrict-Delhi Govt-Private [B],SubDistrict-Delhi Govt-Urban [C],SubDistrict-Delhi Govt-Rural [D],SubDistrict-ESI-Total [(A+B) or (C+D)],SubDistrict-ESI-Public [A],SubDistrict-ESI-Private [B],SubDistrict-ESI-Urban [C],SubDistrict-ESI-Rural [D],SubDistrict-IPP VIII-MCD-Total [(A+B) or (C+D)],SubDistrict-IPP VIII-MCD-Public [A],SubDistrict-IPP VIII-MCD-Private [B],SubDistrict-IPP VIII-MCD-Urban [C],SubDistrict-IPP VIII-MCD-Rural [D],SubDistrict-MCW Centres MCD-Total [(A+B) or (C+D)],SubDistrict-MCW Centres MCD-Public [A],SubDistrict-MCW Centres MCD-Private [B],SubDistrict-MCW Centres MCD-Urban [C],SubDistrict-MCW Centres MCD-Rural [D],SubDistrict-Private-Total [(A+B) or (C+D)],SubDistrict-Private-Public [A],SubDistrict-Private-Private [B],SubDistrict-Private-Urban [C],SubDistrict-Private-Rural [D],Month
M10 [Number of cases of Childhood Diseases (0-5 years)],10.1,Childhood Diseases - Malaria,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,April
M10 [Number of cases of Childhood Diseases (0-5 years)],10.11,Childhood Diseases - Diarrhoea,TOTAL,667,593,74,234,433,32,32,NA,NA,32,NA,NA,NA,NA,NA,559,559,NA,158,401,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,NA,NA,NA,74,NA,74,74,NA,April
M10 [Number of cases of Childhood Diseases (0-5 years)],10.12,Childhood Diseases - Diarrhoea treated in Inpatients,TOTAL,41,29,12,12,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,29,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,12,12,NA,April
M10 [Number of cases of Childhood Diseases (0-5 years)],10.13,Children admitted with upper respiratory infections,TOTAL,54,49,5,5,49,49,49,NA,NA,49,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,5,NA,April
M10 [Number of cases of Childhood Diseases (0-5 years)],10.14,Childhood Diseases - Severe Acute Malnutrition (SAM),TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,April
M11 [NVBDCP],11.1.1.a,Total Blood Smears Examined for Malaria,TOTAL,376,6,370,374,2,2,2,NA,NA,2,NA,NA,NA,NA,NA,4,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370,NA,370,370,NA,April
M11 [NVBDCP],11.1.1.b,Malaria (Microscopy Tests ) - Plasmodium Vivax test positive,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,April
M11 [NVBDCP],11.1.1.c,Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,April
M11 [NVBDCP],11.1.2.a,RDT conducted for Malaria,TOTAL,9,0,9,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,9,9,NA,April
M11 [NVBDCP],11.1.2.b,Malaria (RDT) - Plasmodium Vivax test positive,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,April
M11 [NVBDCP],11.1.2.c,Malaria (RDT) - Plamodium Falciparum test positive,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,April
M11 [NVBDCP],11.2.1,Kala Azar (RDT) - Tests Conducted,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,April
M11 [NVBDCP],11.2.2,Kala Azar Positive Cases,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,April
M11 [NVBDCP],11.2.3,Post-kala-azar dermal leishmaniasis (PKDL) cases,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,April
M11 [NVBDCP],11.3.1,Dengue - RDT Test Positive,TOTAL,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,April
M11 [NVBDCP],11.3.2,Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive,TOTAL,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,April
M11 [NVBDCP],11.4.1,Tests Conducted for JE,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,April
M11 [NVBDCP],11.4.2,Tests Positive for JE,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,April
M12 [Adolscent Health],12.1.1.a,Girls registered in AFHC,TOTAL,71,71,NA,24,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,61,NA,14,47,NA,NA,NA,NA,NA,8,8,NA,8,NA,2,2,NA,2,NA,NA,NA,NA,NA,NA,April
M12 [Adolscent Health],12.1.1.b,Boys registered in AFHC,TOTAL,15,15,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,8,NA,NA,NA,NA,NA,NA,7,7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,April
M12 [Adolscent Health],12.1.2.a,"Out of registered, Girls received clinical services",TOTAL,35,35,NA,14,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,NA,14,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,April
M12 [Adolscent Health],12.1.2.b,"Out of registered, Boys received clinical services",TOTAL,8,8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,April
M12 [Adolscent Health],12.1.3.a,"Out of registered, Girls received counselling",TOTAL,69,69,NA,22,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,61,NA,14,47,NA,NA,NA,NA,NA,8,8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,April
M12 [Adolscent Health],12.1.3.b,"Out of registered, Boys received counselling",TOTAL,15,15,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,8,NA,NA,NA,NA,NA,NA,7,7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,April
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.1,Number of on-going DOTS patients registered,TOTAL,109,108,1,47,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,108,NA,46,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,April
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.2,Number of DOTS cases completed successfully,TOTAL,68,68,0,47,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,68,NA,47,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,April
M14 [Patient Services],14.1.1,Outpatient - Diabetes,TOTAL,341,244,97,341,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,240,NA,240,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,4,NA,97,NA,97,97,NA,April
M14 [Patient Services],14.1.2,Outpatient - Hypertension,TOTAL,400,286,114,400,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,281,NA,281,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,5,NA,114,NA,114,114,NA,April
M14 [Patient Services],14.1.3,Outpatient - Stroke (Paralysis),TOTAL,9,4,5,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,5,NA,5,5,NA,April
M14 [Patient Services],14.1.4,Outpatient - Acute Heart Diseases,TOTAL,6,6,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,NA,April
M14 [Patient Services],14.1.5,Outpatient - Mental illness,TOTAL,627,1,626,7,620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,626,NA,626,6,620,April
M14 [Patient Services],14.1.6,Outpatient - Epilepsy,TOTAL,15,14,1,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,NA,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,1,1,NA,April
M14 [Patient Services],14.1.7,Outpatient - Ophthalmic Related,TOTAL,1071,561,510,621,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556,556,NA,556,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,5,NA,510,NA,510,60,450,April
M14 [Patient Services],14.1.8,Outpatient - Dental,TOTAL,975,776,199,260,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,774,774,NA,200,574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,199,NA,199,58,141,April
M14 [Patient Services],14.1.9,Outpatient - Oncology,TOTAL,2354,0,2354,0,2354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2354,NA,2354,0,2354,April
M14 [Patient Services],14.2.1,Allopathic- Outpatient attendance,TOTAL,206337,165755,40582,160996,45341,NA,NA,NA,NA,NA,28916,28916,NA,28916,NA,103434,103434,NA,76465,26969,10436,10436,NA,10436,NA,1801,1801,NA,1801,NA,21168,21168,NA,10847,10321,40582,NA,40582,32531,8051,April
M14 [Patient Services],14.2.2,Ayush - Outpatient attendance,TOTAL,9731,9731,0,9731,0,NA,NA,NA,NA,NA,4354,4354,NA,4354,NA,5377,5377,NA,5377,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,April
M14 [Patient Services],14.3.1.a,Inpatient (Male)- Children<18yrs,TOTAL,583,215,368,277,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,215,NA,NA,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368,NA,368,277,91,April
M14 [Patient Services],14.3.1.b,Inpatient (Male)- Adults,TOTAL,2558,119,2439,683,1875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,119,NA,NA,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2439,NA,2439,683,1756,April
M14 [Patient Services],14.3.2.a,Inpatient (Female)- Children<18yrs,TOTAL,668,420,248,170,498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,420,NA,NA,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,NA,248,170,78,April
M14 [Patient Services],14.3.2.b,Inpatient (Female)- Adults,TOTAL,2439,169,2270,922,1517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169,169,NA,NA,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2270,NA,2270,922,1348,April
M14 [Patient Services],14.3.3,Number of Left Against Medical Advice (LAMA) cases,TOTAL,14,NA,14,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,14,0,14,April
M14 [Patient Services],14.4.1,Inpatient - Malaria,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,April
M14 [Patient Services],14.4.2,Inpatient - Dengue,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,April
M14 [Patient Services],14.4.3,Inpatient - Typhoid,TOTAL,42,14,28,3,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,28,3,25,April
M14 [Patient Services],14.4.4,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",TOTAL,50,18,32,11,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,18,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,32,11,21,April
M14 [Patient Services],14.4.5,Inpatient - Tuberculosis,TOTAL,12,0,12,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,12,1,11,April
M14 [Patient Services],14.4.6,Inpatient - Pyrexia of unknown origin (PUO),TOTAL,20,0,20,15,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,20,15,5,April
M14 [Patient Services],14.4.7,Inpatient - Diarrhea with dehydration,TOTAL,83,29,54,26,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,29,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,54,26,28,April
M14 [Patient Services],14.4.8,Inpatient - Hepatitis,TOTAL,26,0,26,2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,26,2,24,April
M14 [Patient Services],14.5,Patients registered at Emergency Department,TOTAL,20381,18815,1566,0,20381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18815,18815,NA,NA,18815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1566,NA,1566,0,1566,April
M14 [Patient Services],14.6.1,"Emergency - Trauma ( accident, injury, poisoning etc)",TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,April
M14 [Patient Services],14.6.2,Emergency - Burn,TOTAL,2,0,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,NA,April
M14 [Patient Services],14.6.3,Emergency - Obstetrics complications,TOTAL,895,895,0,0,895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,895,895,NA,NA,895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,April
M14 [Patient Services],14.6.4,Emergency - Snake Bite,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,April
M14 [Patient Services],14.6.5,Emergency - Acute Caridiac Emergencies,TOTAL,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,NA,April
M14 [Patient Services],14.6.7,Emergency - CVA ( Cerebovascular Disease),TOTAL,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,April
M14 [Patient Services],14.7,Number of deaths occurring at Emergency Department,TOTAL,6,NA,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,0,6,April
M14 [Patient Services],14.8.1,Operation major (General and spinal anaesthesia),TOTAL,2168,96,2072,841,1327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,96,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2072,NA,2072,841,1231,April
M14 [Patient Services],14.8.2,"Out of Operation major, Gynecology- Hysterectomy surgeries",TOTAL,45,4,41,41,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,41,41,0,April
M14 [Patient Services],14.8.3,"Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.",TOTAL,132,67,65,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,67,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,65,NA,65,April
M14 [Patient Services],14.8.4,Operation minor (No or local anaesthesia),TOTAL,308,186,122,116,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,186,NA,NA,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,122,116,6,April
M14 [Patient Services],14.8.5,Number of post operative Surgical Site infection,TOTAL,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,April
M14 [Patient Services],14.8.6,Number of blood units issued,TOTAL,2819,42,2777,0,2819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,42,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2777,NA,2777,0,2777,April
M14 [Patient Services],14.8.7,Number of blood transfusions done,TOTAL,2819,42,2777,0,2819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,42,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2777,NA,2777,0,2777,April
M14 [Patient Services],14.9.1,Inpatient Deaths - Male,TOTAL,64,3,61,14,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,61,14,47,April
M14 [Patient Services],14.9.2,Inpatient Deaths - Female,TOTAL,63,5,58,12,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,58,12,46,April
M14 [Patient Services],14.1,In-Patient Head Count at midnight,TOTAL,17222,3179,14043,209,17013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3179,3179,NA,NA,3179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14043,NA,14043,209,13834,April
M14 [Patient Services],14.11,Number of Admission in NBSU ( New Born Stabilisation Unit),TOTAL,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,April
M14 [Patient Services],14.12.1,Special Newborn Care Unit (SNCU Admissions) - Inborn Male,TOTAL,32,32,0,0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,April
M14 [Patient Services],14.12.2,Special Newborn Care Unit (SNCU Admissions) - Inborn Female,TOTAL,34,34,0,0,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,34,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,April
M14 [Patient Services],14.12.3,Outborn – Male,TOTAL,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,April
M14 [Patient Services],14.12.4,Outborn - Female,TOTAL,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,April
M14 [Patient Services],14.12.5,Number of newborns admitted in SNCU - referred by ASHA,TOTAL,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,April
M14 [Patient Services],14.13,Number of deaths occurring at SNCU,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,April
M14 [Patient Services],14.14.1,Number of children admitted in NRC,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,April
M14 [Patient Services],14.14.2,Number of children discharged with target weight gain from the NRCs,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,April
M14 [Patient Services],14.15,Number of Rogi Kalyan Samiti (RKS) meetings held,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,April
M14 [Patient Services],14.16,Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach,TOTAL,32,32,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,28,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,4,NA,NA,NA,NA,NA,NA,April
M14 [Patient Services],14.17,Stock out rate of essential Drugs,TOTAL,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,April
M14 [Patient Services],14.18,Blood Units Issued on replacement (Family Donors to be considered as replacement donations),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,April
M14 [Patient Services],14.19,Total number of blood units issued in year,TOTAL,42,42,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,42,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,April
M14 [Patient Services],14.2,Patient Satisfaction Score of the facility in percentage (from Mera Aspatal),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,April
M15 [Laboratory Testing],15.1,Number of Lab Tests done,TOTAL,293112,57729,235383,17474,275638,NA,NA,NA,NA,NA,89,89,NA,89,NA,57373,57373,NA,9048,48325,NA,NA,NA,NA,NA,48,48,NA,48,NA,219,219,NA,NA,219,235383,NA,235383,8289,227094,April
M15 [Laboratory Testing],15.2.1,Number of Hb tests conducted,TOTAL,24696,5282,19414,6785,17911,138,138,NA,NA,138,73,73,NA,73,NA,4948,4948,NA,1802,3146,NA,NA,NA,NA,NA,48,48,NA,48,NA,75,75,NA,NA,75,19414,NA,19414,4862,14552,April
